feature|tag|min_value|max_value
ft_app_ins_current_debit_credit_cnt_change|2_4_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|2_4_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|2_4_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|2_5_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|2_5_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|2_5_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|2_5_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|2_5_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|2_5_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|2_5_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_-1_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_-1_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_-1_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_-1_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_-1_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_-1_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_-1_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_0_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_0_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_0_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_0_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_0_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_0_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_0_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_1_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_1_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_1_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_1_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_1_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_1_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_1_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_2_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_2_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_2_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_2_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_2_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_2_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_2_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_3_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_3_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_3_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_3_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_3_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_3_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_3_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_4_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_4_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_4_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_4_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_4_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_4_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_4_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_5_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_5_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_5_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_5_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_5_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_5_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|3_5_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_-1_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_-1_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_-1_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_-1_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_-1_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_-1_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_-1_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_0_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_0_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_0_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_0_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_0_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_0_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_0_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_1_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_1_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_1_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_1_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_1_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_1_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_1_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_2_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_2_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_2_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_2_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_2_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_2_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_2_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_3_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_3_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_3_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_3_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_3_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_3_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_3_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_4_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_4_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_4_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_4_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_4_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_4_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_4_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_5_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_5_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_5_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_5_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_5_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_5_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|4_5_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_-1_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_-1_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_-1_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_-1_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_-1_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_-1_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_-1_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_0_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_0_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_0_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_0_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_0_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_0_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_0_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_1_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_1_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_1_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_1_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_1_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_1_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_1_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_2_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_2_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_2_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_2_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_2_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_2_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_2_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_3_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_3_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_3_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_3_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_3_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_3_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_3_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_4_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_4_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_4_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_4_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_4_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_4_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_4_5|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_5_-1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_5_0|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_5_1|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_5_2|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_5_3|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_5_4|nan|nan
ft_app_ins_current_debit_credit_cnt_change|5_5_5|nan|nan
ft_app_ins_current_finance_cnt_change|-1_-1_-1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_-1_0|nan|nan
ft_app_ins_current_finance_cnt_change|-1_-1_1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_-1_2|nan|nan
ft_app_ins_current_finance_cnt_change|-1_-1_3|nan|nan
ft_app_ins_current_finance_cnt_change|-1_-1_4|nan|nan
ft_app_ins_current_finance_cnt_change|-1_-1_5|nan|nan
ft_app_ins_current_finance_cnt_change|-1_0_-1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_0_0|nan|nan
ft_app_ins_current_finance_cnt_change|-1_0_1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_0_2|nan|nan
ft_app_ins_current_finance_cnt_change|-1_0_3|nan|nan
ft_app_ins_current_finance_cnt_change|-1_0_4|nan|nan
ft_app_ins_current_finance_cnt_change|-1_0_5|nan|nan
ft_app_ins_current_finance_cnt_change|-1_1_-1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_1_0|nan|nan
ft_app_ins_current_finance_cnt_change|-1_1_1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_1_2|nan|nan
ft_app_ins_current_finance_cnt_change|-1_1_3|nan|nan
ft_app_ins_current_finance_cnt_change|-1_1_4|nan|nan
ft_app_ins_current_finance_cnt_change|-1_1_5|nan|nan
ft_app_ins_current_finance_cnt_change|-1_2_-1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_2_0|nan|nan
ft_app_ins_current_finance_cnt_change|-1_2_1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_2_2|nan|nan
ft_app_ins_current_finance_cnt_change|-1_2_3|nan|nan
ft_app_ins_current_finance_cnt_change|-1_2_4|nan|nan
ft_app_ins_current_finance_cnt_change|-1_2_5|nan|nan
ft_app_ins_current_finance_cnt_change|-1_3_-1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_3_0|nan|nan
ft_app_ins_current_finance_cnt_change|-1_3_1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_3_2|nan|nan
ft_app_ins_current_finance_cnt_change|-1_3_3|nan|nan
ft_app_ins_current_finance_cnt_change|-1_3_4|nan|nan
ft_app_ins_current_finance_cnt_change|-1_3_5|nan|nan
ft_app_ins_current_finance_cnt_change|-1_4_-1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_4_0|nan|nan
ft_app_ins_current_finance_cnt_change|-1_4_1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_4_2|nan|nan
ft_app_ins_current_finance_cnt_change|-1_4_3|nan|nan
ft_app_ins_current_finance_cnt_change|-1_4_4|nan|nan
ft_app_ins_current_finance_cnt_change|-1_4_5|nan|nan
ft_app_ins_current_finance_cnt_change|-1_5_-1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_5_0|nan|nan
ft_app_ins_current_finance_cnt_change|-1_5_1|nan|nan
ft_app_ins_current_finance_cnt_change|-1_5_2|nan|nan
ft_app_ins_current_finance_cnt_change|-1_5_3|nan|nan
ft_app_ins_current_finance_cnt_change|-1_5_4|nan|nan
ft_app_ins_current_finance_cnt_change|-1_5_5|nan|nan
ft_app_ins_current_finance_cnt_change|0_-1_-1|nan|nan
ft_app_ins_current_finance_cnt_change|0_-1_0|nan|nan
ft_app_ins_current_finance_cnt_change|0_-1_1|nan|nan
ft_app_ins_current_finance_cnt_change|0_-1_2|nan|nan
ft_app_ins_current_finance_cnt_change|0_-1_3|nan|nan
ft_app_ins_current_finance_cnt_change|0_-1_4|nan|nan
ft_app_ins_current_finance_cnt_change|0_-1_5|nan|nan
ft_app_ins_current_finance_cnt_change|0_0_-1|nan|nan
ft_app_ins_current_finance_cnt_change|0_0_0|nan|nan
ft_app_ins_current_finance_cnt_change|0_0_1|nan|nan
ft_app_ins_current_finance_cnt_change|0_0_2|nan|nan
ft_app_ins_current_finance_cnt_change|0_0_3|nan|nan
ft_app_ins_current_finance_cnt_change|0_0_4|nan|nan
ft_app_ins_current_finance_cnt_change|0_0_5|nan|nan
ft_app_ins_current_finance_cnt_change|0_1_-1|nan|nan
ft_app_ins_current_finance_cnt_change|0_1_0|nan|nan
ft_app_ins_current_finance_cnt_change|0_1_1|nan|nan
ft_app_ins_current_finance_cnt_change|0_1_2|nan|nan
ft_app_ins_current_finance_cnt_change|0_1_3|nan|nan
ft_app_ins_current_finance_cnt_change|0_1_4|nan|nan
ft_app_ins_current_finance_cnt_change|0_1_5|nan|nan
ft_app_ins_current_finance_cnt_change|0_2_-1|nan|nan
ft_app_ins_current_finance_cnt_change|0_2_0|nan|nan
ft_app_ins_current_finance_cnt_change|0_2_1|nan|nan
ft_app_ins_current_finance_cnt_change|0_2_2|nan|nan
ft_app_ins_current_finance_cnt_change|0_2_3|nan|nan
ft_app_ins_current_finance_cnt_change|0_2_4|nan|nan
ft_app_ins_current_finance_cnt_change|0_2_5|nan|nan
ft_app_ins_current_finance_cnt_change|0_3_-1|nan|nan
ft_app_ins_current_finance_cnt_change|0_3_0|nan|nan
ft_app_ins_current_finance_cnt_change|0_3_1|nan|nan
ft_app_ins_current_finance_cnt_change|0_3_2|nan|nan
ft_app_ins_current_finance_cnt_change|0_3_3|nan|nan
ft_app_ins_current_finance_cnt_change|0_3_4|nan|nan
ft_app_ins_current_finance_cnt_change|0_3_5|nan|nan
ft_app_ins_current_finance_cnt_change|0_4_-1|nan|nan
ft_app_ins_current_finance_cnt_change|0_4_0|nan|nan
ft_app_ins_current_finance_cnt_change|0_4_1|nan|nan
ft_app_ins_current_finance_cnt_change|0_4_2|nan|nan
ft_app_ins_current_finance_cnt_change|0_4_3|nan|nan
ft_app_ins_current_finance_cnt_change|0_4_4|nan|nan
ft_app_ins_current_finance_cnt_change|0_4_5|nan|nan
ft_app_ins_current_finance_cnt_change|0_5_-1|nan|nan
ft_app_ins_current_finance_cnt_change|0_5_0|nan|nan
ft_app_ins_current_finance_cnt_change|0_5_1|nan|nan
ft_app_ins_current_finance_cnt_change|0_5_2|nan|nan
ft_app_ins_current_finance_cnt_change|0_5_3|nan|nan
ft_app_ins_current_finance_cnt_change|0_5_4|nan|nan
ft_app_ins_current_finance_cnt_change|0_5_5|nan|nan
ft_app_ins_current_finance_cnt_change|1_-1_-1|nan|nan
ft_app_ins_current_finance_cnt_change|1_-1_0|nan|nan
ft_app_ins_current_finance_cnt_change|1_-1_1|nan|nan
ft_app_ins_current_finance_cnt_change|1_-1_2|nan|nan
ft_app_ins_current_finance_cnt_change|1_-1_3|nan|nan
ft_app_ins_current_finance_cnt_change|1_-1_4|nan|nan
ft_app_ins_current_finance_cnt_change|1_-1_5|nan|nan
ft_app_ins_current_finance_cnt_change|1_0_-1|nan|nan
ft_app_ins_current_finance_cnt_change|1_0_0|nan|nan
ft_app_ins_current_finance_cnt_change|1_0_1|nan|nan
ft_app_ins_current_finance_cnt_change|1_0_2|nan|nan
ft_app_ins_current_finance_cnt_change|1_0_3|nan|nan
ft_app_ins_current_finance_cnt_change|1_0_4|nan|nan
ft_app_ins_current_finance_cnt_change|1_0_5|nan|nan
ft_app_ins_current_finance_cnt_change|1_1_-1|nan|nan
ft_app_ins_current_finance_cnt_change|1_1_0|nan|nan
ft_app_ins_current_finance_cnt_change|1_1_1|nan|nan
ft_app_ins_current_finance_cnt_change|1_1_2|nan|nan
ft_app_ins_current_finance_cnt_change|1_1_3|nan|nan
ft_app_ins_current_finance_cnt_change|1_1_4|nan|nan
ft_app_ins_current_finance_cnt_change|1_1_5|nan|nan
ft_app_ins_current_finance_cnt_change|1_2_-1|nan|nan
ft_app_ins_current_finance_cnt_change|1_2_0|nan|nan
ft_app_ins_current_finance_cnt_change|1_2_1|nan|nan
ft_app_ins_current_finance_cnt_change|1_2_2|nan|nan
ft_app_ins_current_finance_cnt_change|1_2_3|nan|nan
ft_app_ins_current_finance_cnt_change|1_2_4|nan|nan
ft_app_ins_current_finance_cnt_change|1_2_5|nan|nan
ft_app_ins_current_finance_cnt_change|1_3_-1|nan|nan
ft_app_ins_current_finance_cnt_change|1_3_0|nan|nan
ft_app_ins_current_finance_cnt_change|1_3_1|nan|nan
ft_app_ins_current_finance_cnt_change|1_3_2|nan|nan
ft_app_ins_current_finance_cnt_change|1_3_3|nan|nan
ft_app_ins_current_finance_cnt_change|1_3_4|nan|nan
ft_app_ins_current_finance_cnt_change|1_3_5|nan|nan
ft_app_ins_current_finance_cnt_change|1_4_-1|nan|nan
ft_app_ins_current_finance_cnt_change|1_4_0|nan|nan
ft_app_ins_current_finance_cnt_change|1_4_1|nan|nan
ft_app_ins_current_finance_cnt_change|1_4_2|nan|nan
ft_app_ins_current_finance_cnt_change|1_4_3|nan|nan
ft_app_ins_current_finance_cnt_change|1_4_4|nan|nan
ft_app_ins_current_finance_cnt_change|1_4_5|nan|nan
ft_app_ins_current_finance_cnt_change|1_5_-1|nan|nan
ft_app_ins_current_finance_cnt_change|1_5_0|nan|nan
ft_app_ins_current_finance_cnt_change|1_5_1|nan|nan
ft_app_ins_current_finance_cnt_change|1_5_2|nan|nan
ft_app_ins_current_finance_cnt_change|1_5_3|nan|nan
ft_app_ins_current_finance_cnt_change|1_5_4|nan|nan
ft_app_ins_current_finance_cnt_change|1_5_5|nan|nan
ft_app_ins_current_finance_cnt_change|2_-1_-1|nan|nan
ft_app_ins_current_finance_cnt_change|2_-1_0|nan|nan
ft_app_ins_current_finance_cnt_change|2_-1_1|nan|nan
ft_app_ins_current_finance_cnt_change|2_-1_2|nan|nan
ft_app_ins_current_finance_cnt_change|2_-1_3|nan|nan
ft_app_ins_current_finance_cnt_change|2_-1_4|nan|nan
ft_app_ins_current_finance_cnt_change|2_-1_5|nan|nan
ft_app_ins_current_finance_cnt_change|2_0_-1|nan|nan
ft_app_ins_current_finance_cnt_change|2_0_0|nan|nan
ft_app_ins_current_finance_cnt_change|2_0_1|nan|nan
ft_app_ins_current_finance_cnt_change|2_0_2|nan|nan
ft_app_ins_current_finance_cnt_change|2_0_3|nan|nan
ft_app_ins_current_finance_cnt_change|2_0_4|nan|nan
ft_app_ins_current_finance_cnt_change|2_0_5|nan|nan
ft_app_ins_current_finance_cnt_change|2_1_-1|nan|nan
ft_app_ins_current_finance_cnt_change|2_1_0|nan|nan
ft_app_ins_current_finance_cnt_change|2_1_1|nan|nan
ft_app_ins_current_finance_cnt_change|2_1_2|nan|nan
ft_app_ins_current_finance_cnt_change|2_1_3|nan|nan
ft_app_ins_current_finance_cnt_change|2_1_4|nan|nan
ft_app_ins_current_finance_cnt_change|2_1_5|nan|nan
ft_app_ins_current_finance_cnt_change|2_2_-1|nan|nan
ft_app_ins_current_finance_cnt_change|2_2_0|nan|nan
ft_app_ins_current_finance_cnt_change|2_2_1|nan|nan
ft_app_ins_current_finance_cnt_change|2_2_2|nan|nan
ft_app_ins_current_finance_cnt_change|2_2_3|nan|nan
ft_app_ins_current_finance_cnt_change|2_2_4|nan|nan
ft_app_ins_current_finance_cnt_change|2_2_5|nan|nan
ft_app_ins_current_finance_cnt_change|2_3_-1|nan|nan
ft_app_ins_current_finance_cnt_change|2_3_0|nan|nan
ft_app_ins_current_finance_cnt_change|2_3_1|nan|nan
ft_app_ins_current_finance_cnt_change|2_3_2|nan|nan
ft_app_ins_current_finance_cnt_change|2_3_3|nan|nan
ft_app_ins_current_finance_cnt_change|2_3_4|nan|nan
ft_app_ins_current_finance_cnt_change|2_3_5|nan|nan
ft_app_ins_current_finance_cnt_change|2_4_-1|nan|nan
ft_app_ins_current_finance_cnt_change|2_4_0|nan|nan
ft_app_ins_current_finance_cnt_change|2_4_1|nan|nan
ft_app_ins_current_finance_cnt_change|2_4_2|nan|nan
ft_app_ins_current_finance_cnt_change|2_4_3|nan|nan
ft_app_ins_current_finance_cnt_change|2_4_4|nan|nan
ft_app_ins_current_finance_cnt_change|2_4_5|nan|nan
ft_app_ins_current_finance_cnt_change|2_5_-1|nan|nan
ft_app_ins_current_finance_cnt_change|2_5_0|nan|nan
ft_app_ins_current_finance_cnt_change|2_5_1|nan|nan
ft_app_ins_current_finance_cnt_change|2_5_2|nan|nan
ft_app_ins_current_finance_cnt_change|2_5_3|nan|nan
ft_app_ins_current_finance_cnt_change|2_5_4|nan|nan
ft_app_ins_current_finance_cnt_change|2_5_5|nan|nan
ft_app_ins_current_finance_cnt_change|3_-1_-1|nan|nan
ft_app_ins_current_finance_cnt_change|3_-1_0|nan|nan
ft_app_ins_current_finance_cnt_change|3_-1_1|nan|nan
ft_app_ins_current_finance_cnt_change|3_-1_2|nan|nan
ft_app_ins_current_finance_cnt_change|3_-1_3|nan|nan
ft_app_ins_current_finance_cnt_change|3_-1_4|nan|nan
ft_app_ins_current_finance_cnt_change|3_-1_5|nan|nan
ft_app_ins_current_finance_cnt_change|3_0_-1|nan|nan
ft_app_ins_current_finance_cnt_change|3_0_0|nan|nan
ft_app_ins_current_finance_cnt_change|3_0_1|nan|nan
ft_app_ins_current_finance_cnt_change|3_0_2|nan|nan
ft_app_ins_current_finance_cnt_change|3_0_3|nan|nan
ft_app_ins_current_finance_cnt_change|3_0_4|nan|nan
ft_app_ins_current_finance_cnt_change|3_0_5|nan|nan
ft_app_ins_current_finance_cnt_change|3_1_-1|nan|nan
ft_app_ins_current_finance_cnt_change|3_1_0|nan|nan
ft_app_ins_current_finance_cnt_change|3_1_1|nan|nan
ft_app_ins_current_finance_cnt_change|3_1_2|nan|nan
ft_app_ins_current_finance_cnt_change|3_1_3|nan|nan
ft_app_ins_current_finance_cnt_change|3_1_4|nan|nan
ft_app_ins_current_finance_cnt_change|3_1_5|nan|nan
ft_app_ins_current_finance_cnt_change|3_2_-1|nan|nan
ft_app_ins_current_finance_cnt_change|3_2_0|nan|nan
ft_app_ins_current_finance_cnt_change|3_2_1|nan|nan
ft_app_ins_current_finance_cnt_change|3_2_2|nan|nan
ft_app_ins_current_finance_cnt_change|3_2_3|nan|nan
ft_app_ins_current_finance_cnt_change|3_2_4|nan|nan
ft_app_ins_current_finance_cnt_change|3_2_5|nan|nan
ft_app_ins_current_finance_cnt_change|3_3_-1|nan|nan
ft_app_ins_current_finance_cnt_change|3_3_0|nan|nan
ft_app_ins_current_finance_cnt_change|3_3_1|nan|nan
ft_app_ins_current_finance_cnt_change|3_3_2|nan|nan
ft_app_ins_current_finance_cnt_change|3_3_3|nan|nan
ft_app_ins_current_finance_cnt_change|3_3_4|nan|nan
ft_app_ins_current_finance_cnt_change|3_3_5|nan|nan
ft_app_ins_current_finance_cnt_change|3_4_-1|nan|nan
ft_app_ins_current_finance_cnt_change|3_4_0|nan|nan
ft_app_ins_current_finance_cnt_change|3_4_1|nan|nan
ft_app_ins_current_finance_cnt_change|3_4_2|nan|nan
ft_app_ins_current_finance_cnt_change|3_4_3|nan|nan
ft_app_ins_current_finance_cnt_change|3_4_4|nan|nan
ft_app_ins_current_finance_cnt_change|3_4_5|nan|nan
ft_app_ins_current_finance_cnt_change|3_5_-1|nan|nan
ft_app_ins_current_finance_cnt_change|3_5_0|nan|nan
ft_app_ins_current_finance_cnt_change|3_5_1|nan|nan
ft_app_ins_current_finance_cnt_change|3_5_2|nan|nan
ft_app_ins_current_finance_cnt_change|3_5_3|nan|nan
ft_app_ins_current_finance_cnt_change|3_5_4|nan|nan
ft_app_ins_current_finance_cnt_change|3_5_5|nan|nan
